,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,5,10,Ct,St,Type,Name,Age,Batting style,Bowling style,Role,Arm,Consolidated_Bowling_Style,BF,HS,Team 1,Team 2,Winner,Margin,Wins,Country
4602,RE van der Merwe,8.0,8.0,56.0,0.0,311.0,6.0,2/34,51.83,5.55,56.0,0.0,0.0,2.0,0.0,bowling,Roelof van der Merwe,38,Right-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,7,Netherlands
4603,CN Ackermann,12.0,12.0,72.2,3.0,370.0,7.0,2/39,52.85,5.11,62.0,0.0,0.0,7.0,0.0,bowling,Colin Ackermann,32,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,7,Netherlands
4604,BD Glover,1.0,1.0,7.0,0.0,62.0,1.0,1/62,62.0,8.85,42.0,0.0,0.0,0.0,0.0,bowling,Brandon Glover,26,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,7,Netherlands
4605,C Floyd,7.0,7.0,48.0,1.0,247.0,2.0,1/31,123.5,5.14,144.0,0.0,0.0,2.0,0.0,bowling,Clayton Floyd,27,Right-handed,Slow left arm orthodox,Spin Bowler,Left,Slow left arm,,,,,,,7,Netherlands
4606,TLW Cooper,3.0,1.0,2.0,0.0,12.0,0.0,0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,bowling,Tom Cooper,36,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,7,Netherlands
4607,W Barresi,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,bowling,Wesley Barresi,39,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,7,Netherlands
4608,NRJ Croes,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,7,Netherlands
4695,SA Edwards,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,bowling,,,,,,,,,,,,,,7,Netherlands
4782,SA Engelbrecht,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,bowling,Sybrand Engelbrecht,35,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,7,Netherlands
4783,Musa Ahmed,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Musa Ahmed,25,Left-handed,Right arm leg break,Batters,Right,Leg break,,,,,,,7,Netherlands
4784,AT Nidamanuru,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,bowling,Teja Nidamanuru,29,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,7,Netherlands
4785,MP O'Dowd,22.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Max O'Dowd,29,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,7,Netherlands
4786,AF Milne,4.0,4.0,33.3,1.0,184.0,9.0,4/34,20.44,5.49,22.3,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
4873,DJ Mitchell,26.0,9.0,32.3,1.0,204.0,9.0,3/32,22.66,6.27,21.6,0.0,0.0,22.0,0.0,bowling,Mitchell Starc,33,Left-handed,Left arm fast,Pace Bowler,Left,Fast,,,,,,,13,NewZealand
4874,HB Shipley,8.0,8.0,64.3,4.0,359.0,15.0,5/31,23.93,5.56,25.8,1.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
4961,TA Boult,15.0,14.0,121.1,7.0,662.0,24.0,5/51,27.58,5.46,30.2,1.0,0.0,6.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5048,MJ Henry,17.0,17.0,144.5,12.0,767.0,25.0,3/14,30.68,5.29,34.7,0.0,0.0,9.0,0.0,bowling,Henry Nicholls,32,Left-handed,Other,Batters,Other,Other,,,,,,,13,NewZealand
5049,TG Southee,10.0,10.0,78.1,1.0,565.0,17.0,3/56,33.23,7.22,27.5,0.0,0.0,1.0,0.0,bowling,Tim Southee,34,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,13,NewZealand
5050,JA Duffy,1.0,1.0,10.0,0.0,100.0,3.0,3/100,33.33,10.0,20.0,0.0,0.0,0.0,0.0,bowling,Jacob Duffy,29,Right-handed,Right arm fast medium,Pace Bowler,Right,Fast medium,,,,,,,13,NewZealand
5051,CE McConchie,6.0,5.0,28.0,1.0,135.0,4.0,2/18,33.75,4.82,42.0,0.0,0.0,3.0,0.0,bowling,Cole McConchie,31,Right-handed,Right arm off spin,All-Rounders,Right,Off spin,,,,,,,13,NewZealand
5052,MJ Santner,17.0,17.0,153.5,4.0,770.0,20.0,5/59,38.5,5.0,46.1,1.0,0.0,8.0,0.0,bowling,Mitchell Santner,31,Left-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,13,NewZealand
5053,BG Lister,3.0,3.0,26.0,0.0,158.0,4.0,3/69,39.5,6.07,39.0,0.0,0.0,0.0,0.0,bowling,Ben Lister,27,Right-handed,Left arm medium,Pace Bowler,Left,Medium,,,,,,,13,NewZealand
5054,IS Sodhi,13.0,11.0,96.0,2.0,550.0,13.0,6/39,42.3,5.72,44.3,1.0,0.0,1.0,0.0,bowling,Ish Sodhi,31,Right-handed,Right arm leg spin,Spin Bowler,Right,Leg spin,,,,,,,13,NewZealand
5055,GD Phillips,21.0,16.0,65.0,1.0,388.0,9.0,3/37,43.11,5.96,43.3,0.0,0.0,10.0,0.0,bowling,Glenn Phillips,26,Right-handed,Right arm off spin,Batters,Right,Off spin,,,,,,,13,NewZealand
5056,LH Ferguson,18.0,17.0,134.1,5.0,781.0,18.0,3/19,43.38,5.82,44.7,0.0,0.0,2.0,0.0,bowling,Lockie Ferguson,32,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,13,NewZealand
5057,MG Bracewell,6.0,6.0,44.0,0.0,224.0,5.0,2/44,44.8,5.09,52.8,0.0,0.0,1.0,0.0,bowling,Michael Bracewell,32,Left-handed,Right arm off spin,All-Rounders,Right,Off spin,,,,,,,13,NewZealand
5058,R Ravindra,22.0,18.0,132.1,1.0,800.0,17.0,4/60,47.05,6.05,46.6,0.0,0.0,6.0,0.0,bowling,Ravindra Jadeja,34,Left-handed,Left arm orthodox spin,All-Rounders,Left,Orthodox spin,,,,,,,13,NewZealand
5059,BM Tickner,7.0,7.0,52.5,2.0,345.0,7.0,3/76,49.28,6.52,45.2,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5146,KA Jamieson,5.0,4.0,32.0,3.0,215.0,3.0,2/32,71.66,6.71,64.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5233,JDS Neesham,5.0,5.0,25.3,0.0,236.0,2.0,1/32,118.0,9.25,76.5,0.0,0.0,1.0,0.0,bowling,James Neesham,33,Left-handed,Right arm medium fast,All-Rounders,Right,Fast medium,,,,,,,13,NewZealand
5234,FH Allen,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5321,TA Blundell,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,bowling,Tom Blundell,33,Right-handed,Right arm off spin,Wicket Keeper,Right,Off spin,,,,,,,13,NewZealand
5322,CJ Bowes,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5409,MS Chapman,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Mark Chapman,29,Left-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,13,NewZealand
5410,DP Conway,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5497,D Foxcroft,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,Dean Foxcroft,25,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,13,NewZealand
5498,TWM Latham,27.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,bowling,,,,,,,,,,,,,,13,NewZealand
5585,HM Nicholls,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,bowling,Henry Nicholls,32,Left-handed,Other,Batters,Other,Other,,,,,,,13,NewZealand
5586,KS Williamson,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,bowling,Kane Williamson,33,Right-handed,Right arm off spin,Batters,Right,Off spin,,,,,,,13,NewZealand
5587,WA Young,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,bowling,,,,,,,,,,,,,,13,NewZealand
5674,Jatinder Singh,9.0,2.0,5.0,0.0,26.0,1.0,1/11,26.0,5.2,30.0,0.0,0.0,0.0,0.0,bowling,Jatinder Singh,34,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,2,Oman
5675,Bilal Khan,9.0,9.0,82.2,6.0,509.0,19.0,5/55,26.78,6.18,26.0,1.0,0.0,0.0,0.0,bowling,Bilal Khan,35,Left-handed,Left arm medium fast,Pace Bowler,Left,Fast medium,,,,,,,2,Oman
5676,Jay Odedra,6.0,6.0,35.0,0.0,157.0,5.0,3/31,31.4,4.48,42.0,0.0,0.0,1.0,0.0,bowling,Jay Odedra,34,Right-handed,Right arm off break,Spin Bowler,Right,Off break,,,,,,,2,Oman
5677,Fayyaz Butt,7.0,7.0,57.0,3.0,409.0,12.0,4/79,34.08,7.17,28.5,0.0,0.0,1.0,0.0,bowling,Fayyaz Butt,30,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,2,Oman
5678,Zeeshan Maqsood,7.0,7.0,61.0,1.0,317.0,7.0,4/32,45.28,5.19,52.2,0.0,0.0,3.0,0.0,bowling,Zeeshan Maqsood,36,Left-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,2,Oman
5679,Ayaan Khan,9.0,9.0,58.0,1.0,349.0,7.0,2/46,49.85,6.01,49.7,0.0,0.0,3.0,0.0,bowling,Ayaan Khan,31,Left-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,2,Oman
5680,Kaleemullah,5.0,5.0,46.0,4.0,232.0,3.0,1/28,77.33,5.04,92.0,0.0,0.0,3.0,0.0,bowling,Kaleemullah,32,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,2,Oman
5681,Mohammad Nadeem,9.0,6.0,29.4,0.0,174.0,2.0,2/36,87.0,5.86,89.0,0.0,0.0,0.0,0.0,bowling,Mohammad Nadeem,41,Right-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,2,Oman
5682,Aqib Ilyas,8.0,6.0,28.0,0.0,178.0,1.0,1/52,178.0,6.35,168.0,0.0,0.0,0.0,0.0,bowling,Aqib Ilyas,31,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,2,Oman
5683,Naseem Khushi,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,bowling,Naseem Khushi,41,Right-handed,Slow left arm orthodox,Wicket Keeper,Left,Slow left arm,,,,,,,2,Oman
5684,KH Prajapati,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,bowling,Kashyap Prajapati,28,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,2,Oman
5685,Sandeep Goud,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Sandeep Goud,32,Right-handed,Right arm medium,Batters,Right,Medium,,,,,,,2,Oman
5686,AA Shafique,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,bowling,Abdullah Shafique,24,Right-handed,Other,Batters,Other,Other,,,,,,,14,Pakistan
5687,Shoaib Khan,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Shoaib Khan,30,Right-handed,Right arm medium,Batters,Right,Medium,,,,,,,2,Oman
5688,Suraj Kumar,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Suraj Kumar,34,Right-handed,Slow left arm orthodox,Wicket Keeper,Left,Slow left arm,,,,,,,2,Oman
5689,Naseem Shah,11.0,11.0,89.5,3.0,432.0,22.0,5/57,19.63,4.8,24.5,1.0,0.0,1.0,0.0,bowling,Naseem Shah,20,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,14,Pakistan
5690,Shaheen Shah Afridi,21.0,21.0,180.4,9.0,1010.0,42.0,5/54,24.04,5.59,25.8,1.0,0.0,5.0,0.0,bowling,Shaheen Afridi,23,Left-handed,Left arm fast,Pace Bowler,Left,Fast,,,,,,,14,Pakistan
5691,Mohammad Wasim,12.0,12.0,93.4,5.0,513.0,19.0,3/31,27.0,5.47,29.5,0.0,0.0,3.0,0.0,bowling,Mohammad Wasim,22,Right-handed,Right arm fast medium,All-Rounders,Right,Fast medium,,,,,,,14,Pakistan
5692,Haris Rauf,22.0,22.0,178.5,5.0,1086.0,40.0,5/18,27.15,6.07,26.8,1.0,0.0,5.0,0.0,bowling,Haris Rauf,30,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,14,Pakistan
5693,Hasan Ali,6.0,6.0,51.0,2.0,321.0,9.0,4/71,35.66,6.29,34.0,0.0,0.0,0.0,0.0,bowling,Hasan Ali,29,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,14,Pakistan
5694,Usama Mir,12.0,12.0,106.0,0.0,634.0,15.0,4/43,42.26,5.98,42.4,0.0,0.0,7.0,0.0,bowling,Usama Mir,27,Right-handed,Right arm leg spin,Spin Bowler,Right,Leg spin,,,,,,,14,Pakistan
5695,Faheem Ashraf,3.0,3.0,25.0,1.0,144.0,3.0,2/43,48.0,5.76,50.0,0.0,0.0,2.0,0.0,bowling,Faheem Ashraf,29,Left-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,14,Pakistan
5696,Shadab Khan,17.0,16.0,129.4,3.0,745.0,15.0,4/27,49.66,5.74,51.8,0.0,0.0,6.0,0.0,bowling,Shadab Khan,25,Right-handed,Right arm leg spin,All-Rounders,Right,Leg spin,,,,,,,14,Pakistan
5697,Iftikhar Ahmed,18.0,13.0,72.4,0.0,429.0,8.0,3/50,53.62,5.9,54.5,0.0,0.0,9.0,0.0,bowling,Iftikhar Ahmed,33,Right-handed,Right arm off spin,Batters,Right,Off spin,,,,,,,14,Pakistan
5698,Mohammad Nawaz,15.0,15.0,114.0,0.0,612.0,11.0,4/38,55.63,5.36,62.1,0.0,0.0,6.0,0.0,bowling,Mohammad Nawaz,29,Left-handed,Left arm orthodox,All-Rounders,Left,Orthodox,,,,,,,14,Pakistan
5699,Agha Salman,18.0,13.0,63.0,0.0,369.0,4.0,2/42,92.25,5.85,94.5,0.0,0.0,12.0,0.0,bowling,Agha Salman,33,Right-handed,Right arm off spin,All-Rounders,Right,Off spin,,,,,,,14,Pakistan
5700,Zaman Khan,1.0,1.0,6.0,1.0,39.0,0.0,0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,bowling,Zaman Khan,22,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,14,Pakistan
5701,Mohammad Hasnain,1.0,1.0,6.1,0.0,42.0,0.0,0,0.0,6.81,0.0,0.0,0.0,0.0,0.0,bowling,Mohammad Nabi,38,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,14,Pakistan
5702,Ihsanullah,1.0,1.0,8.0,0.0,60.0,0.0,0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,bowling,Ihsanullah,21,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,14,Pakistan
5703,Abdullah Shafique,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,bowling,Abdullah Shafique,24,Right-handed,Other,Batters,Other,Other,,,,,,,14,Pakistan
5704,Babar Azam,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,bowling,Babar Azam,29,Right-handed,Right arm off spin,Batters,Right,Off spin,,,,,,,14,Pakistan
5705,Fakhar Zaman,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,bowling,Fakhar Zaman,33,Left-handed,Left arm orthodox,Batters,Left,Orthodox,,,,,,,14,Pakistan
5706,Haris Sohail,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,14,Pakistan
5793,Imam-ul-Haq,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,bowling,Imam-ul-Haq,27,Left-handed,Right arm leg spin,Batters,Right,Leg spin,,,,,,,14,Pakistan
5794,Kamran Ghulam,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,14,Pakistan
5881,Mohammad Haris,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Mohammad Haris,22,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,14,Pakistan
5882,Mohammad Rizwan,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,bowling,Mohammad Rizwan,31,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,14,Pakistan
5883,Saud Shakeel,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,bowling,Saud Shakeel,28,Left-handed,Left arm orthodox,Batters,Left,Orthodox,,,,,,,14,Pakistan
5884,Shan Masood,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Shan Masood,34,Left-handed,Right arm medium fast,Batters,Right,Fast medium,,,,,,,14,Pakistan
5885,SI Kamea,12.0,11.0,94.1,5.0,453.0,23.0,5/38,19.69,4.81,24.5,2.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,0,Papua_New_Guinea
5972,R Hekure,13.0,13.0,80.0,4.0,386.0,17.0,5/13,22.7,4.82,28.2,1.0,0.0,5.0,0.0,bowling,Riley Hekure,28,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,0,Papua_New_Guinea
5973,J Kariko,3.0,3.0,21.0,0.0,114.0,5.0,4/45,22.8,5.42,25.2,0.0,0.0,0.0,0.0,bowling,John Kariko,19,Left-handed,Slow left arm orthodox,Spin Bowler,Left,Slow left arm,,,,,,,0,Papua_New_Guinea
5974,A Vala,13.0,12.0,83.0,5.0,349.0,12.0,3/21,29.08,4.2,41.5,0.0,0.0,8.0,0.0,bowling,Assad Vala,36,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,0,Papua_New_Guinea
5975,CA Soper,13.0,13.0,94.2,8.0,454.0,15.0,5/25,30.26,4.81,37.7,1.0,0.0,2.0,0.0,bowling,Chad Soper,32,Right-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,0,Papua_New_Guinea
5976,KV Morea,6.0,6.0,35.0,2.0,223.0,5.0,2/26,44.6,6.37,42.0,0.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,0,Papua_New_Guinea
6063,S Bau,13.0,5.0,34.2,0.0,199.0,3.0,2/38,66.33,5.79,68.6,0.0,0.0,5.0,0.0,bowling,K. S. Bharat,30,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,0,Papua_New_Guinea
6064,N Vanua,11.0,10.0,61.0,3.0,316.0,4.0,1/14,79.0,5.18,91.5,0.0,0.0,2.0,0.0,bowling,Norman Vanua,29,Right-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,0,Papua_New_Guinea
6065,A Nao,3.0,3.0,20.0,0.0,122.0,1.0,1/75,122.0,6.1,120.0,0.0,0.0,1.0,0.0,bowling,Alei Nao,29,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,0,Papua_New_Guinea
6066,CJA Amini,11.0,7.0,19.0,0.0,152.0,1.0,1/15,152.0,8.0,114.0,0.0,0.0,5.0,0.0,bowling,,,,,,,,,,,,,,0,Papua_New_Guinea
6153,K Doriga,13.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,bowling,K. S. Bharat,30,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,0,Papua_New_Guinea
6154,H Hiri,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Hiri Hiri,28,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,0,Papua_New_Guinea
6155,G Toka,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Gaudi Toka,29,Left-handed,Right arm medium,Batters,Right,Medium,,,,,,,0,Papua_New_Guinea
6156,TP Ura,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,bowling,,34,,,,,,,,,,,,0,Papua_New_Guinea
6243,HGV Vare,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,bowling,,22,,,,,,,,,,,,0,Papua_New_Guinea
6330,MRJ Watt,11.0,11.0,100.4,7.0,441.0,23.0,4/41,19.17,4.38,26.2,0.0,0.0,4.0,0.0,bowling,Mark Watt,27,Left-handed,Slow left arm orthodox,Spin Bowler,Left,Slow left arm,,,,,,,7,Scotland
6331,CN Greaves,11.0,11.0,62.2,1.0,354.0,17.0,5/53,20.82,5.67,22.0,1.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,7,Scotland
6418,MA Leask,11.0,10.0,64.2,2.0,310.0,14.0,4/24,22.14,4.81,27.5,0.0,0.0,6.0,0.0,bowling,Michael Leask,33,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,7,Scotland
6419,B McMullen,11.0,11.0,81.0,1.0,366.0,16.0,5/34,22.87,4.51,30.3,1.0,0.0,8.0,0.0,bowling,Brandon McMullen,24,Right-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,7,Scotland
6420,CB Sole,8.0,8.0,68.5,5.0,347.0,14.0,3/33,24.78,5.04,29.5,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,7,Scotland
6507,SM Sharif,9.0,9.0,65.5,4.0,320.0,10.0,4/20,32.0,4.86,39.5,0.0,0.0,2.0,0.0,bowling,Safyaan Sharif,32,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,7,Scotland
6508,AC Evans,1.0,1.0,7.0,0.0,35.0,1.0,1/35,35.0,5.0,42.0,0.0,0.0,0.0,0.0,bowling,Alasdair Evans,34,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,7,Scotland
6509,A Neill,1.0,1.0,7.0,1.0,46.0,1.0,1/46,46.0,6.57,42.0,0.0,0.0,0.0,0.0,bowling,Adrian Neill,29,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,7,Scotland
6510,CM McBride,11.0,3.0,10.0,0.0,54.0,1.0,1/24,54.0,5.4,60.0,0.0,0.0,4.0,0.0,bowling,Christopher McBride,24,Right-handed,Right arm medium,Batters,Right,Medium,,,,,,,7,Scotland
6511,Hamza Tahir,2.0,2.0,4.0,0.0,26.0,0.0,0,0.0,6.5,0.0,0.0,0.0,1.0,0.0,bowling,Hamza Tahir,28,Right-handed,Slow left arm orthodox,Spin Bowler,Left,Slow left arm,,,,,,,7,Scotland
6512,J Jarvis,3.0,3.0,10.0,0.0,71.0,0.0,0,0.0,7.1,0.0,0.0,0.0,2.0,0.0,bowling,Jack Jarvis,20,Right-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,7,Scotland
6513,RD Berrington,11.0,1.0,1.0,0.0,9.0,0.0,0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,bowling,Richie Berrington (Captain),36,Right-handed,Right arm medium fast,Batters,Right,Fast medium,,,,,,,7,Scotland
6514,KJ Coetzer,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,39,,,,,,,,,,,,7,Scotland
