,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,5,10,Ct,St,Type,Name,Age,Batting style,Bowling style,Role,Arm,Consolidated_Bowling_Style,BF,HS,Team 1,Team 2,Winner,Margin,Wins,Country
6601,MH Cross,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,bowling,Matthew Cross (Vice-captain),31,Right-handed,"ODI, T20I",Wicket Keeper,N/A,Other,,,,,,,7,Scotland
6602,TSS Mackintosh,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Tom Mackintosh,20,Right-handed,"ODI, T20I",Wicket Keeper,N/A,Other,,,,,,,7,Scotland
6603,HG Munsey,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,bowling,,30,,,,,,,,,,,,7,Scotland
6690,LR Naylor,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,,22,,,,,,,,,,,,7,Scotland
6777,SSB Magala,5.0,5.0,39.0,4.0,248.0,13.0,5/43,19.07,6.35,18.0,1.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,15,SouthAfrica
6864,KA Maharaj,15.0,15.0,130.1,6.0,556.0,24.0,4/33,23.16,4.27,32.5,0.0,0.0,5.0,0.0,bowling,Keshav Maharaj,33,Right-handed,Left arm orthodox,Spin Bowler,Left,Orthodox,,,,,,,15,SouthAfrica
6865,G Coetzee,14.0,14.0,111.0,1.0,720.0,31.0,4/44,23.22,6.48,21.4,0.0,0.0,4.0,0.0,bowling,Gerald Coetzee,23,Right-handed,Right arm fast,Seam Bowler,Right,Fast,,,,,,,15,SouthAfrica
6866,T Shamsi,11.0,11.0,92.2,1.0,543.0,22.0,4/60,24.68,5.88,25.1,0.0,0.0,1.0,0.0,bowling,Tabraiz Shamsi,33,Right-handed,Left arm unorthodox,Spin Bowler,Left,Spin,,,,,,,15,SouthAfrica
6867,BC Fortuin,2.0,2.0,18.0,0.0,103.0,4.0,2/46,25.75,5.72,27.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,15,SouthAfrica
6954,K Rabada,14.0,14.0,116.4,10.0,611.0,22.0,3/33,27.77,5.23,31.8,0.0,0.0,8.0,0.0,bowling,K. S. Bharat,30,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,15,SouthAfrica
6955,LB Williams,1.0,1.0,8.4,1.0,56.0,2.0,2/56,28.0,6.46,26.0,0.0,0.0,0.0,0.0,bowling,Lizaad Williams,30,Left-handed,Right arm medium fast,Seam Bowler,Right,Fast medium,,,,,,,15,SouthAfrica
6956,A Nortje,5.0,5.0,37.0,1.0,234.0,8.0,4/62,29.25,6.32,27.7,0.0,0.0,0.0,0.0,bowling,Anrich Nortje,30,Right-handed,Right arm fast,Seam Bowler,Right,Fast,,,,,,,15,SouthAfrica
6957,M Jansen,20.0,20.0,155.1,7.0,989.0,33.0,5/39,29.96,6.37,28.2,1.0,0.0,6.0,0.0,bowling,Marco Jansen,23,Right-handed,Left arm medium fast,All-Rounders,Left,Fast medium,,,,,,,15,SouthAfrica
6958,L Ngidi,16.0,16.0,124.3,7.0,753.0,22.0,4/51,34.22,6.04,33.9,0.0,0.0,6.0,0.0,bowling,K. L. Rahul,31,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,15,SouthAfrica
6959,AL Phehlukwayo,3.0,3.0,20.0,0.0,130.0,3.0,1/36,43.33,6.5,40.0,0.0,0.0,1.0,0.0,bowling,Andile Phehlukwayo,27,Left-handed,Right arm medium fast,All-Rounders,Right,Fast medium,,,,,,,15,SouthAfrica
6960,AK Markram,21.0,13.0,63.5,1.0,384.0,6.0,2/40,64.0,6.01,63.8,0.0,0.0,8.0,0.0,bowling,,,,,,,,,,,,,,15,SouthAfrica
7047,WD Parnell,4.0,4.0,32.2,2.0,179.0,2.0,1/30,89.5,5.53,97.0,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,15,SouthAfrica
7134,T Bavuma,18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,bowling,Temba Bavuma,33,Right-handed,Right arm medium,Batters,Right,Medium,,,,,,,15,SouthAfrica
7135,Q de Kock,20.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,bowling,Quinton de Kock,30,Left-handed,Other,Wicket Keeper,Other,Other,,,,,,,15,SouthAfrica
7136,T de Zorzi,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,Tony De Zorzi,26,Left-handed,Other,Batters,Other,Other,,,,,,,15,SouthAfrica
7137,RR Hendricks,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Reeza Hendricks,34,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,15,SouthAfrica
7138,H Klaasen,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,bowling,Heinrich Klaasen,32,Right-handed,Right arm off break,Wicket Keeper,Right,Off break,,,,,,,15,SouthAfrica
7139,DA Miller,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,bowling,David Miller,34,Left-handed,Other,Batters,Other,Other,,,,,,,15,SouthAfrica
7140,RD Rickelton,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,bowling,Ryan Rickelton,27,Left-handed,Other,Wicket Keeper,Other,Other,,,,,,,15,SouthAfrica
7141,T Stubbs,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,Tristan Stubbs,23,Right-handed,Right arm off break,Wicket Keeper,Right,Off break,,,,,,,15,SouthAfrica
7142,HE van der Dussen,21.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,bowling,Rassie van der Dussen,34,Right-handed,Right arm leg break,Batters,Right,Leg break,,,,,,,15,SouthAfrica
7143,KIC Asalanka,31.0,3.0,10.1,1.0,29.0,4.0,4/18,7.25,2.85,15.2,0.0,0.0,8.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7230,AD Mathews,8.0,5.0,22.1,2.0,107.0,6.0,2/14,17.83,4.82,22.1,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7317,SSD Arachchige,2.0,1.0,5.0,0.0,18.0,1.0,1/18,18.0,3.6,30.0,0.0,0.0,0.0,0.0,bowling,Sahan Arachchige,27,Left-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,16,SriLanka
7318,PWH de Silva,14.0,14.0,112.4,7.0,571.0,28.0,6/24,20.39,5.06,24.1,3.0,0.0,5.0,0.0,bowling,Dhananjaya de Silva,32,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,16,SriLanka
7319,CBRLS Kumara,13.0,13.0,83.3,4.0,496.0,21.0,3/22,23.61,5.94,23.8,0.0,0.0,3.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7406,D Madushanka,15.0,15.0,122.2,5.0,746.0,31.0,5/80,24.06,6.09,23.6,1.0,0.0,3.0,0.0,bowling,Dilshan Madushanka,23,Right-handed,Left arm fast medium,Pace Bowler,Left,Fast medium,,,,,,,16,SriLanka
7407,M Theekshana,23.0,23.0,191.3,6.0,923.0,37.0,4/25,24.94,4.81,31.0,0.0,0.0,3.0,0.0,bowling,Maheesh Theekshana,23,Right-handed,Right arm off break,Spin Bowler,Right,Off break,,,,,,,16,SriLanka
7408,PVD Chameera,6.0,6.0,47.2,3.0,277.0,8.0,4/63,34.62,5.85,35.5,0.0,0.0,0.0,0.0,bowling,Dushmantha Chameera,31,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,16,SriLanka
7409,MD Shanaka,24.0,21.0,85.0,3.0,459.0,13.0,3/28,35.3,5.4,39.2,0.0,0.0,9.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7496,M Pathirana,12.0,12.0,84.4,2.0,616.0,17.0,4/32,36.23,7.27,29.8,0.0,0.0,2.0,0.0,bowling,Matheesha Pathirana,20,Right-handed,Right arm fast,Pace Bowler,Right,Fast,,,,,,,16,SriLanka
7497,CAK Rajitha,21.0,21.0,159.3,3.0,974.0,26.0,4/50,37.46,6.1,36.8,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7584,DN Wellalage,12.0,11.0,81.2,2.0,452.0,12.0,5/40,37.66,5.55,40.6,1.0,0.0,3.0,0.0,bowling,Dunith Wellalage,20,Left-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,16,SriLanka
7585,C Karunaratne,8.0,7.0,49.5,1.0,305.0,8.0,4/43,38.12,6.12,37.3,0.0,0.0,3.0,0.0,bowling,Dimuth Karunaratne,35,Left-handed,Right arm medium,Batters,Right,Medium,,,,,,,16,SriLanka
7586,Pramod Madushan,2.0,2.0,9.0,1.0,79.0,2.0,2/58,39.5,8.77,27.0,0.0,0.0,1.0,0.0,bowling,Pramod Madushan,29,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,16,SriLanka
7587,DM de Silva,27.0,22.0,104.4,0.0,538.0,9.0,3/39,59.77,5.14,69.7,0.0,0.0,10.0,0.0,bowling,Dhananjaya de Silva,32,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,16,SriLanka
7588,MADI Hemantha,5.0,4.0,35.0,0.0,193.0,2.0,2/49,96.5,5.51,105.0,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7675,JDF Vandersay,1.0,1.0,7.0,0.0,59.0,0.0,0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,bowling,Jeffrey Vandersay,33,Right-handed,Right arm leg break,Spin Bowler,Right,Leg break,,,,,,,16,SriLanka
7676,MNK Fernando,4.0,1.0,2.0,0.0,22.0,0.0,0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,16,SriLanka
7763,KNA Bandara,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,,25,,,,,,,,,,,,16,SriLanka
7850,WIA Fernando,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,bowling,,32,,,,,,,,,,,,16,SriLanka
7937,FDM Karunaratne,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,bowling,Dimuth Karunaratne,35,Left-handed,Right arm medium,Batters,Right,Medium,,,,,,,16,SriLanka
7938,BKG Mendis,31.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,bowling,,28,,,,,,,,,,,,16,SriLanka
8025,P Nissanka,29.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,bowling,Pathum Nissanka,25,Right-handed,Other,Batters,Other,Other,,,,,,,16,SriLanka
8026,MDKJ Perera,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,bowling,,33,,,,,,,,,,,,16,SriLanka
8113,S Samarawickrama,25.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,bowling,Sadeera Samarawickrama,28,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,16,SriLanka
8114,Ali Khan,8.0,8.0,59.2,4.0,302.0,19.0,7/32,15.89,5.08,18.7,1.0,0.0,1.0,0.0,bowling,Ali Khan,31,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,4,USA
8115,G Singh,11.0,4.0,16.5,1.0,90.0,5.0,4/15,18.0,5.34,20.2,0.0,0.0,6.0,0.0,bowling,Ravinderpal Singh,35,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,25,India
8116,AA Paradkar,2.0,2.0,12.0,0.0,106.0,4.0,3/78,26.5,8.83,18.0,0.0,0.0,0.0,0.0,bowling,Abhishek Paradkar,23,Left-handed,Left arm medium,Pace Bowler,Left,Medium,,,,,,,4,USA
8117,NK Patel,10.0,10.0,78.2,2.0,366.0,13.0,3/29,28.15,4.67,36.1,0.0,0.0,3.0,0.0,bowling,Monank Patel,30,Right-handed,Slow left arm orthodox,Wicket Keeper,Left,Slow left arm,,,,,,,4,USA
8118,SN Netravalkar,10.0,10.0,90.0,13.0,329.0,10.0,3/53,32.9,3.65,54.0,0.0,0.0,2.0,0.0,bowling,Saurabh Netravalkar,32,Right-handed,Left arm medium,Pace Bowler,Left,Medium,,,,,,,4,USA
8119,K Phillip,2.0,2.0,16.3,1.0,105.0,3.0,3/56,35.0,6.36,33.0,0.0,0.0,0.0,0.0,bowling,Kyle Phillip,26,Right-handed,Right arm fast medium,Pace Bowler,Right,Fast medium,,,,,,,4,USA
8120,SR Taylor,8.0,5.0,32.0,1.0,195.0,4.0,3/53,48.75,6.09,48.0,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
8207,Jasdeep Singh,10.0,10.0,91.4,2.0,536.0,10.0,2/33,53.6,5.84,55.0,0.0,0.0,1.0,0.0,bowling,Jasdeep Singh,30,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,4,USA
8208,NP Kenjige,11.0,10.0,88.0,3.0,431.0,8.0,2/41,53.87,4.89,66.0,0.0,0.0,6.0,0.0,bowling,Nosthush Kenjige,37,Left-handed,Right arm off spin,Spin Bowler,Right,Off spin,,,,,,,4,USA
8209,Aaron Jones,10.0,2.0,4.0,0.0,26.0,0.0,0,0.0,6.5,0.0,0.0,0.0,3.0,0.0,bowling,Aaron Jones,29,Right-handed,Right arm leg spin,Batters,Right,Leg spin,,,,,,,4,USA
8210,Usman Rafiq,2.0,2.0,5.2,0.0,47.0,0.0,0,0.0,8.81,0.0,0.0,0.0,0.0,0.0,bowling,Usman Rafiq,35,Right-handed,Right arm off spin,Spin Bowler,Right,Off spin,,,,,,,4,USA
8211,SJ Modani,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Sushant Modani,34,Right-handed,Right arm off spin,Batters,Right,Off spin,,,,,,,4,USA
8212,SR Mukkamalla,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Saiteja Mukkamalla,19,Right-handed,Right arm off spin,Batters,Right,Off spin,,,,,,,4,USA
8213,MD Patel,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,bowling,Harshal Patel,32,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,16,SriLanka
8214,Shayan Jahangir,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,bowling,Shayan Jahangir,28,Right-handed,Slow left arm orthodox,Wicket Keeper,Left,Slow left arm,,,,,,,4,USA
8215,Sabir Ali,2.0,2.0,3.0,0.0,18.0,1.0,1/10,18.0,6.0,18.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,9,UAE
8302,Hazrat Bilal,4.0,4.0,26.0,2.0,128.0,5.0,4/47,25.6,4.92,31.2,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,9,UAE
8389,SM Sharma,8.0,8.0,48.0,3.0,274.0,10.0,3/37,27.4,5.7,28.8,0.0,0.0,4.0,0.0,bowling,Aryansh Sharma,18,Right-handed,Slow left arm orthodox,Wicket Keeper,Left,Slow left arm,,,,,,,9,UAE
8390,Zahoor Khan,22.0,22.0,165.3,9.0,828.0,29.0,3/19,28.55,5.0,34.2,0.0,0.0,5.0,0.0,bowling,Zahoor Khan,34,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,9,UAE
8391,Junaid Siddique,23.0,22.0,168.4,13.0,870.0,30.0,3/49,29.0,5.15,33.7,0.0,0.0,2.0,0.0,bowling,Junaid Siddique,30,Right-handed,Right arm medium fast,Pace Bowler,Right,Fast medium,,,,,,,9,UAE
8392,KP Meiyappan,23.0,23.0,133.2,5.0,798.0,27.0,4/45,29.55,5.98,29.6,0.0,0.0,8.0,0.0,bowling,Karthik Meiyappan,23,Right-handed,Right arm leg break,Spin Bowler,Right,Leg break,,,,,,,9,UAE
8393,Aayan Afzal Khan,22.0,22.0,196.2,10.0,801.0,27.0,3/21,29.66,4.07,43.6,0.0,0.0,1.0,0.0,bowling,Aayan Afzal Khan,18,Right-handed,Slow left arm orthodox,Spin Bowler,Left,Slow left arm,,,,,,,9,UAE
8394,Rohan Mustafa,24.0,24.0,177.2,11.0,779.0,25.0,3/31,31.16,4.39,42.5,0.0,0.0,10.0,0.0,bowling,Rohan Mustafa,35,Left-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,9,UAE
8395,Zawar Farid,3.0,3.0,13.0,0.0,97.0,3.0,2/9,32.33,7.46,26.0,0.0,0.0,1.0,0.0,bowling,Zawar Farid,31,Right-handed,Right arm medium,All-Rounders,Right,Medium,,,,,,,9,UAE
8396,Matiullah Khan,1.0,1.0,5.0,0.0,37.0,1.0,1/37,37.0,7.4,30.0,0.0,0.0,0.0,0.0,bowling,Azam Khan,25,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,9,UAE
8397,Basil Hameed,9.0,6.0,20.0,2.0,112.0,3.0,2/20,37.33,5.6,40.0,0.0,0.0,3.0,0.0,bowling,Basil Hameed,31,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,9,UAE
8398,Ali Naseer,9.0,9.0,70.2,2.0,396.0,10.0,2/37,39.6,5.63,42.2,0.0,0.0,0.0,0.0,bowling,Ali Naseer,19,Left-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,9,UAE
8399,Muhammad Jawadullah,5.0,5.0,37.1,0.0,239.0,6.0,3/46,39.83,6.43,37.1,0.0,0.0,1.0,0.0,bowling,Muhammad Jawadullah,24,Right-handed,Left arm medium fast,Pace Bowler,Left,Fast medium,,,,,,,9,UAE
8400,Aryan Lakra,14.0,10.0,47.0,4.0,245.0,6.0,3/38,40.83,5.21,47.0,0.0,0.0,7.0,0.0,bowling,Aryan Lakra,21,Left-handed,Slow left arm orthodox,All-Rounders,Left,Slow left arm,,,,,,,9,UAE
8401,RN Bhatia,1.0,1.0,7.0,0.0,43.0,1.0,1/43,43.0,6.14,42.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,9,UAE
8488,Adhitya Shetty,1.0,1.0,10.0,1.0,56.0,1.0,1/56,56.0,5.6,60.0,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,9,UAE
8575,Rameez Shahzad,11.0,1.0,3.0,0.0,17.0,0.0,0,0.0,5.66,0.0,0.0,0.0,0.0,0.0,bowling,Rameez Shahzad,35,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,9,UAE
8576,Muhammad Waseem,24.0,2.0,3.0,0.0,33.0,0.0,0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,bowling,Muhammad Waseem,29,Right-handed,Right arm medium,Batters,Right,Medium,,,,,,,9,UAE
8577,Ansh Tandon,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,Ansh Tandon,22,Left-handed,Right arm off break,Batters,Right,Off break,,,,,,,9,UAE
8578,V Aravind,26.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,bowling,Vriitya Aravind,21,Right-handed,Slow left arm orthodox,Wicket Keeper,Left,Slow left arm,,,,,,,9,UAE
8579,Asif Khan,24.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,bowling,Asif Khan,33,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,9,UAE
8580,Chirag Suri,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bowling,,28,,,,,,,,,,,,9,UAE
8667,EC D'Souza,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,31,,,,,,,,,,,,9,UAE
8754,Lovepreet Singh,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,20,,,,,,,,,,,,9,UAE
8841,CP Rizwan,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,Mohammad Rizwan,31,Right-handed,Other,Wicket Keeper,Other,Other,,,,,,,9,UAE
8842,A Sharafu,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,bowling,Alishan Sharafu,20,Right-handed,Right arm medium,Batters,Right,Medium,,,,,,,9,UAE
8843,A Sharma,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,bowling,Rohit Sharma,36,Right-handed,Right arm off break,Batters,Right,Off break,,,,,,,25,India
8931,RA Reifer,1.0,1.0,3.0,0.0,16.0,1.0,1/16,16.0,5.33,18.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9018,G Motie,3.0,3.0,26.4,1.0,100.0,6.0,3/36,16.66,3.75,26.6,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9105,K Sinclair,4.0,4.0,35.1,0.0,159.0,6.0,4/24,26.5,4.52,35.1,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9192,AS Joseph,9.0,9.0,80.4,3.0,472.0,17.0,3/50,27.76,5.85,28.4,0.0,0.0,5.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9279,KMA Paul,7.0,7.0,46.1,1.0,261.0,9.0,3/34,29.0,5.65,30.7,0.0,0.0,4.0,0.0,bowling,Paul Stirling,33,Right-handed,Right arm off break,All-Rounders,Right,Off break,,,,,,,8,WestIndies
9280,R Shepherd,7.0,7.0,46.5,2.0,264.0,9.0,3/37,29.33,5.63,31.2,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9367,AJ Hosein,9.0,9.0,85.0,4.0,441.0,13.0,3/59,33.92,5.18,39.2,0.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9454,Y Cariah,8.0,8.0,51.3,1.0,312.0,9.0,2/26,34.66,6.05,34.3,0.0,0.0,3.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9541,OF Smith,4.0,4.0,23.0,0.0,139.0,4.0,2/40,34.75,6.04,34.5,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,14,Australia
9628,DC Drakes,3.0,3.0,19.0,2.0,73.0,2.0,2/29,36.5,3.84,57.0,0.0,0.0,1.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9715,KR Mayers,11.0,11.0,55.4,1.0,293.0,8.0,2/30,36.62,5.26,41.7,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9802,RL Chase,9.0,9.0,74.0,3.0,372.0,8.0,3/77,46.5,5.02,55.5,0.0,0.0,5.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9889,KAR Hodge,3.0,3.0,16.0,0.0,103.0,2.0,2/46,51.5,6.43,48.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
9976,JO Holder,7.0,7.0,59.5,7.0,323.0,6.0,3/34,53.83,5.39,59.8,0.0,0.0,4.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
10063,Akeem Jordan,2.0,2.0,11.0,2.0,56.0,1.0,1/36,56.0,5.09,66.0,0.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
10150,JNT Seales,3.0,3.0,18.0,0.0,124.0,2.0,1/21,62.0,6.88,54.0,0.0,0.0,0.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
10237,KU Carty,7.0,1.0,3.0,0.0,18.0,0.0,0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
10324,A Athanaze,4.0,1.0,1.0,0.0,7.0,0.0,0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,bowling,,,,,,,,,,,,,,8,WestIndies
10411,SSJ Brooks,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,bowling,,26,,,,,,,,,,,,8,WestIndies
10498,J Charles,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,bowling,Charles Perchard,31,Right-handed,Right arm medium,Pace Bowler,Right,Medium,,,,,,,8,WestIndies
10499,SO Hetmyer,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,26,,,,,,,,,,,,8,WestIndies
10586,SD Hope,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,bowling,,30,,,,,,,,,,,,8,WestIndies
10673,BA King,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,bowling,,28,,,,,,,,,,,,8,WestIndies
10760,N Pooran,9.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,28,,,,,,,,,,,,8,WestIndies
10847,R Powell,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,bowling,,30,,,,,,,,,,,,8,WestIndies
21868,,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,India,Australia,Australia,6 wickets,0,
